id,updatefor,status,zonaloffice,company,incidentnumber,incidentdate,reportdate,contaminant,estimatedquantity,quantityrecovered,spillstopdate,typeoffacility,cause,initialcontainmentmeasures,sitelocationname,latitude,longitude,lga,estimatedspillarea,spillareahabitat,descriptionofimpact,statesaffected,attachments,formadate,formbdate,formcdate,jivdate,jivpresent,cleanupdate,cleanupcompleteddate,cleanupmethods,postcleanupinspectiondate,postimpactassessmentdate,remediationstart,remediationend,remediationtype,finalsamplingdate,finallabresultsdate,certificatedate,certificatenumber,lastupdatedby
139,,confirmed,,CHEVRON,,2007-08-29,,cr,33,,,,,,"Dibi RMP #23 Slot                                            [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
140,,confirmed,,CHEVRON,,2007-09-07,,cr,2.571,,,,other:,,"Meji Field                                                            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
141,,confirmed,,CHEVRON,,2007-09-08,,cr,1,,,,sab,,"Dibi RMP 22 Slot, North Offshore Area            [Sw]                                              [SW]          ",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
142,,confirmed,,CHEVRON,,2007-09-12,,other:,0.03,,,,other:,,"Around Abiteye production Platform               [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
143,,confirmed,,CHEVRON,,2007-09-14,,cr,0.003,,,,other:,,"Mefa Jacket #4/South Ofshore Area                  [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
144,,confirmed,,CHEVRON,,2007-09-17,,re,0.0375,,,,ome,,"Escravos Dock                                                [La]",,,,,la,,,,,,,,,,,,,,,,,,,,,NOSDRA
145,,confirmed,,CHEVRON,,2007-10-01,,cr,0.003,,,,eqf,,"Meji Flowline South Offshore                           [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
146,,confirmed,,CHEVRON,,2007-10-02,,,0.003,,,,cor,,"Meren Water Injectn Platform                          [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
147,,confirmed,,CHEVRON,,2007-10-03,,cr,57,,,,sab,,"Dibi - Abiteye Pipeline                                     [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
148,,confirmed,,CHEVRON,,2007-10-08,,cr,0.003,,,,other:,,"Meji Production Platform                                   [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
149,,confirmed,,CHEVRON,,2007-10-10,,cr,0.003,,,,other:,,"Delta Production Platform                                  [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
150,,confirmed,,CHEVRON,,2007-10-11,,cr,0.003,,,,other:,,"Dibi RMP #15Slot                                            [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
151,,confirmed,,CHEVRON,,2007-10-11,,cr,0.003,,,,cor,,"Meji Production Platform                                   [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
152,,confirmed,,CHEVRON,,2007-10-15,,cr,0.014,,,,other:,,"Meren 1 Production Line                                  [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
153,,confirmed,,CHEVRON,,2007-10-27,,cr,0.071,,,,sab,,"Olero Production Platform………….               [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
154,,confirmed,,CHEVRON,,2007-11-03,,cr,0.003,,,,other:,,"Parabe Production Platform                             [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
155,,confirmed,,CHEVRON,,2007-11-04,,,0.003,,,,eqf,,"Okan Jacket 80 South                                       [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
156,,confirmed,,CHEVRON,,2007-11-04,,cr,0.095,,,,ome,,"Dibi EPS  Barge                                                [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
157,,confirmed,,CHEVRON,,2007-11-07,,re,0.02,,,,ome,,"Escravos Dock                                                     [Ot]",,,,,other,,,,,,,,,,,,,,,,,,,,,NOSDRA
158,,confirmed,,CHEVRON,,2007-11-15,,cr,26,,,,ome,,"Dehydrating Facility, Escravos                         [La]",,,,,la,,,,,,,,,,,,,,,,,,,,,NOSDRA
159,,confirmed,,CHEVRON,,2007-11-19,,cr,,,,,other:,,"Escravos Dock                                                 [Ot]",,,,,other,,,,,,,,,,,,,,,,,,,,,NOSDRA
160,,confirmed,,CHEVRON,,2007-11-25,,cr,0.003,,,,other:,,"Meji Jacket#3/South Offshore A                       [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
161,,confirmed,,CHEVRON,,2007-11-30,,cr,0.006,,,,eqf,,"Meren 1 Production                                         [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
162,,confirmed,,CHEVRON,,2007-12-04,,cr,6.6,,,,eqf,,"FSO Oloibiri Pennigton Terminal                     [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
163,,confirmed,,CHEVRON,,2007-12-05,,cr,0.001,,,,cor,,"Meji Production Platform South Offshore            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
164,,confirmed,,CHEVRON,,2007-12-11,,other:,0.003,,,,other:,,"Delta Field                                                          [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
165,,confirmed,,CHEVRON,,2007-12-12,,other:,0.024,,,,other:,,"Meren Field                                                    [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
166,,confirmed,,CHEVRON,,2007-12-12,,re,0.1,,,,other:,,"Dibi Early Production system                        [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
167,,confirmed,,CHEVRON,,2007-12-16,,other:,0.003,,,,other:,,"Meren Field                                                    [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
168,,confirmed,,CHEVRON,,2007-12-17,,cr,0.003,,,,cor,,"Meji Jacket No.16/S. Offshore                           [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
169,,confirmed,,CHEVRON,,2007-12-17,,cr,0.003,,,,other:,,"Parabe Production Platform                             [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
170,,confirmed,,CHEVRON,,2007-12-17,,cr,0.048,,,,cor,,"Meji production Platform/S. Offshore Area     [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
171,,confirmed,,CHEVRON,,2007-12-24,,cr,0.75,,,,cor,,"Meji Jacket 2 (Meji Field)/S. Offshore Escravos ",,,,,,,,,,,,,,,,,,,,,,,,,,NOSDRA
172,,confirmed,,CHEVRON,,2007-12-24,,cr,0.125,,,,cor,,"Mefa Jacket No. 1/S. Offshore Area               [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
173,,confirmed,,CHEVRON,,2007-12-26,,other:,0.013,,,,other:,,"Parabe Field                                                      [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
174,,confirmed,,CHEVRON,,2008-01-12,,cr,0.003,,,,eqf,,"Meji Production Platform / meji 3-2 Flowline Riser [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
175,,confirmed,,CHEVRON,,2008-01-13,,other:,0.003,,,,other:,,"Meren Field                                                        [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
176,,confirmed,,CHEVRON,,2008-01-15,,cr,0.003,,,,cor,,"Meji Jacket 22/South Offshore Area                  [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
177,,confirmed,,CHEVRON,,2008-01-17,,cr,0.17,,,,other:,,"Meji production Platform/S. Offshore Area     [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
178,,confirmed,,CHEVRON,,2008-01-17,,re,0.003,,,,other:,,"Escravos Dock                                                   [Ot]    ",,,,,other,,,,,,,,,,,,,,,,,,,,,NOSDRA
179,,confirmed,,CHEVRON,,2008-01-22,,cr,0.003,,,,eqf,,"Okan Jacket 24/ South Offshore Area              [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
180,,confirmed,,CHEVRON,,2008-01-24,,other:,0.006,,,,other:,,"Meren Field                                                        [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
181,,confirmed,,CHEVRON,,2008-01-24,,cr,0.003,,,,other:,,"Around South Offshore Water Injection P.      [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
182,,confirmed,,CHEVRON,,2008-01-27,,cr,0.07,,,,other:,,"Meren 2 Jacket #56                                           [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
183,,confirmed,,CHEVRON,,2008-01-27,,cr,0.003,,,,eqf,,"Okan Jacket 34/ South Offshore Area              [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
184,,confirmed,,CHEVRON,,2008-01-29,,other:,1.048,,,,other:,,"Meren Field                                                        [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
185,,confirmed,,CHEVRON,,2008-01-31,,cr,0.003,,,,eqf,,"Meren Production Platform                               [La]",,,,,la,,,,,,,,,,,,,,,,,,,,,NOSDRA
186,,confirmed,,CHEVRON,,2008-02-01,,cr,72,,,,other:,,"Escravos River/Slipway",,,,,[Co],,,,,,,,,,,,,,,,,,,,,NOSDRA
187,,confirmed,,CHEVRON,,2008-02-02,,other:,9.52,,,,other:,,"Meren 2 Production Platform                               [La]",,,,,la,,,,,,,,,,,,,,,,,,,,,NOSDRA
188,,confirmed,,CHEVRON,,2008-02-02,,cr,0.003,,,,other:,,"Meren Field/South Offshore Area                      [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
189,,confirmed,,CHEVRON,,2008-02-02,,other:,0.024,,,,,,"Olero Creek Production Platform                        [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
190,,confirmed,,CHEVRON,,2008-02-11,,cr,0.006,,,,cor,,"Meji 43-3 Flowline                                                [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
191,,confirmed,,CHEVRON,,2008-02-15,,other:,42,,,,ome,,"Aje #4/Deep water                                            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
192,,confirmed,,CHEVRON,,2008-02-15,,cr,0.003,,,,other:,,"Around Okan LivingQuarters                             [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
193,,confirmed,,CHEVRON,,2008-02-16,,cr,0.29,,,,eqf,,"Escravos Tank Farm                                         [La]                            ",,,,,la,,,,,,,,,,,,,,,,,,,,,NOSDRA
194,,confirmed,,CHEVRON,,2008-02-18,,cr,0.003,,,,other:,,"Dibi Production Platform                                   [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
195,,confirmed,,CHEVRON,,2008-02-24,,re,0.003,,,,cor,,"Meji Field                                                            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
196,,confirmed,,CHEVRON,,2008-02-29,,cr,0.002,,,,other:,,"Dibi Platform/Onshore Area                              [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
197,,confirmed,,CHEVRON,,2008-03-01,,cr,0.005,,,,ome,,"Meren Jacket 24/North Offshore Area            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
198,,confirmed,,CHEVRON,,2008-03-03,,cr,0.01,,,,eqf,,"Abiteye Jacket #9                                               [Sw] ",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
199,,confirmed,,CHEVRON,,2008-03-03,,cr,0.003,,,,eqf,,"Abiteye/Onshore Area                                      [La]",,,,,la,,,,,,,,,,,,,,,,,,,,,NOSDRA
200,,confirmed,,CHEVRON,,2008-03-05,,re,0.032,,,,ome,,"Escravos Dock                                                 [Ot]",,,,,other,,,,,,,,,,,,,,,,,,,,,NOSDRA
201,,confirmed,,CHEVRON,,2008-03-14,,cr,0.89,,,,eqf,,"Escravos Export SBM #3                                  [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
202,,confirmed,,CHEVRON,,2008-03-15,,cr,0.125,,,,eqf,,"Olero Creek Production Platform                        [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
203,,confirmed,,CHEVRON,,2008-03-17,,cr,0.03,,,,eqf,,"Abiteye Jacket #11                                               [Sw] ",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
204,,confirmed,,CHEVRON,,2008-03-18,,cr,0.003,,,,other:,,"Meren Field                                                        [Oth]",,,,,other,,,,,,,,,,,,,,,,,,,,,NOSDRA
205,,confirmed,,CHEVRON,,2008-03-20,,cr,0.6,,,,other:,,"North - East of Meji Production Platform            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
206,,confirmed,,CHEVRON,,2008-04-08,,other:,0.03,,,,other:,,"Abiteye Jacket 11                                            [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
207,,confirmed,,CHEVRON,,2008-04-15,,cr,0.69,,,,ome,,"Meren 2 Production Platform                            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
208,,confirmed,,CHEVRON,,2008-04-16,,re,0.004,,,,other:,,"Ayang 2 / Agbami Field                                     [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
209,,confirmed,,CHEVRON,,2008-04-27,,cr,0.003,,,,cor,,"Okan Jacket 22 (South Offshore Area)            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
210,,confirmed,,CHEVRON,,2008-05-03,,cr,0.4,,,,eqf,,"Agbami #17/Deep Water                                   [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
211,,confirmed,,CHEVRON,,2008-05-13,,cr,0.014,,,,cor,,"Meji 16 - 1 Flowline   (South Offshore)             [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
212,,confirmed,,CHEVRON,,2008-05-14,,cr,0.96,,,,,,"Behind Escravos Dehydration Facility",,,,,[Co],,,,,,,,,,,,,,,,,,,,,NOSDRA
213,,confirmed,,CHEVRON,,2008-05-25,,re,0.003,,,,eqf,,"Ewan Production Platform                                [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
214,214,confirmed,wa,CHEVRON,NOSDRA/052/2008,2008-05-29,2008-05-30,cr,20,,2008-05-29,pl,sab,bm,"Makaraba Flow Stattion Area/Onshore Area    [Sw]",5.7808333,5.4450000,Warri-South-West,,sw,"Vegetation was impacted, the spill was within and outside the company's right of way.",DE,[],2008-06-04,2008-06-16,2008-06-16,2008-06-03,"nosdra,mnstry,cmmnt,cmpny",,2008-06-09,Absorbent,,,,,,,,,,"NOSDRA, 2014-08-13 WA002, 2016-04-29 WA003"
215,,confirmed,,CHEVRON,,2008-06-01,,cr,0.004,,,,cor,,"Meren Jacket #26/North Offshore Area            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
216,,confirmed,,CHEVRON,,2008-06-07,,cr,0.003,,,,other:,,"Meji 22-3 Flow riser                                         [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
217,,confirmed,,CHEVRON,,2008-06-09,,cr,0.003,,,,ome,,"Agbami Field/Deep offshore                            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
218,,confirmed,,CHEVRON,,2008-06-12,,re,0,,,,ome,,"Makaraba production plaform                                [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
219,,confirmed,,CHEVRON,,2008-06-12,,cr,0.018,,,,cor,,"Delta PP/Sump pump 2"" oil line to Chemelectric (Cellar Deck) [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
220,,confirmed,,CHEVRON,,2008-06-14,,cr,0.003,,,,,,"Single point Mooring No 3/Escravos offshore..  [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
221,221,confirmed,wa,CHEVRON,NOSDRA/055/2008,2008-06-19,2008-06-20,cr,1.33,,2008-06-19,pl,sab,bm,"Abiteye-Escravos 12"" and 18"" Ppline (ROW)   [Sw], Warri Southwest L.G.A., Delta State.",,,Warri-South-West,,sw,"Vegetation and surface water were impacted, the spill was within and outside the company's right of way.",DE,[],2008-06-30,2008-07-09,2008-07-09,2008-07-05,"nosdra,dpr,mnstry,cmpny",2008-07-20,2008-07-20,"absorbent pads",,,,,,,,,,"NOSDRA, 2014-08-13 WA002, 2016-04-29 WA003"
222,,confirmed,,CHEVRON,,2008-06-27,,cr,0.01,,,,eqf,,"Abiteye Jacket No 21                                        [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
223,,confirmed,,CHEVRON,,2008-06-29,,cr,0.03,,,,sab,,"Olero Remote Manifold Platform (RM No 6)    [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
224,,confirmed,,CHEVRON,,2008-06-30,,,1,,,,ome,,"Okan GGCP LP Flare                                      [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
225,,confirmed,,CHEVRON,,2008-07-03,,re,0.003,,,,eqf,,"Agbami FPSO/Deep Water                                 [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
226,,confirmed,,CHEVRON,,2008-07-03,,cr,,,,,sab,,"8"" IDAMA RIGHT OF WAY P/L",,,,,,,RI,,,,,2009-11-02,,,,,,,,,,,,,,NOSDRA
227,,confirmed,,CHEVRON,,2008-07-09,,cr,0.003,,,,,,"Around Meji Jacket 43                                     [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
228,228,confirmed,wa,CHEVRON,NOSDRA/061/2008,2008-07-10,2008-07-10,cr,3,,2008-07-10,pl,sab,bm,"Makaraba-Utonana-Abiteye 16"" pipeline, Warri Southwest L.G.A., Delta State.",5.7647222,5.3897222,Warri-South-West,,,"Surface water was impacted, the spill was within and outside the company's right of way.",DE,[],2008-07-14,2008-07-25,2008-07-29,2008-07-15,"nosdra,mnstry,cmmnt,cmpny",2008-08-10,2008-08-12,"Absorbent pads",,,,,,,,,,"NOSDRA, 2014-08-13 WA002, 2016-04-29 WA003"
229,,confirmed,,CHEVRON,,2008-07-20,,cr,0.003,,,,cor,,"Meji 3-2 flowline                                              [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
230,,confirmed,,CHEVRON,,2008-07-28,,cr,0.003,,,,eqf,,"Utonana Sump Tank Area                               [Sw]",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
231,,confirmed,,CHEVRON,,2008-07-28,,cr,0.003,,,,eqf,,"Parabe Production Platform                            [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
232,,confirmed,,CHEVRON,,2008-07-29,,cr,5.5,,,,eqf,,"Meren 2 Production Platform                          [Of]",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
233,,confirmed,,CHEVRON,,2008-08-02,,cr,0.12,,,,other:,,"Meren 1 Production Platform                               [La]",,,,,la,,,,,,,,,,,,,,,,,,,,,NOSDRA
234,,confirmed,,CHEVRON,,2008-08-10,,cr,0.003,,,,cor,,"Meji 20-1 Flowline",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
235,,confirmed,,CHEVRON,,2008-08-11,,cr,0.17,,,,cor,,"Midway between Tapa PP and Tapa Jacket 3..",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
236,,confirmed,,CHEVRON,,2008-08-16,,cr,0.55,,,,eqf,,"Escravos Export SBM No.2",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
237,237,confirmed,wa,CHEVRON,NOSDRA/071/2008,2008-08-17,2008-08-18,cr,0.1635,,,wh,ytd,bm,"Utonana Well Jacket  8 production platform. Warri Southwest L.G.A., Delta State",5.0740333,5.3389500,Warri-South-West,,sw,,DE,[],2008-08-25,,,2009-09-06,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-08-13 WA002, 2014-08-14 WA002, 2016-04-29 WA003"
238,,confirmed,,CHEVRON,,2008-08-18,,cr,0.003,,,,cor,,"Meren Jacket No.24/ North offshore Area",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
239,239,confirmed,wa,CHEVRON,NOSDRA/072/2008,2008-08-18,2008-08-18,cr,,,,fl,sab,,"Abiteye Jacket no. 7 flowline, Warri Southwest L.G.A., Delta State.",,,Warri-South-West,,sw,,DE,[],2008-09-01,,,2008-12-04,"nosdra,dpr,mnstry,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-08-13 WA002, 2016-04-29 WA003"
240,,confirmed,,CHEVRON,,2008-08-18,,cr,3,,,,eqf,,"Agbami Field/ Deep Water",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
241,,confirmed,,CHEVRON,,2008-08-20,,cr,0.046,,,,other:,,"Okan Jacket 26",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
242,242,confirmed,wa,CHEVRON,NOSDRA/075/2008,2008-08-30,2008-08-30,cr,2,,2008-08-30,fl,ytd,bm,"Utonana Jacket 1 flowline of Abiteye Jacket 25 ROW, Warri Southwest L.G.A., Delta state",,,Warri-South-West,,sw,"Vegetation was impacted, the spill was within and outside the company's right of way.",DE,[],2008-09-05,2008-09-16,2008-09-16,2008-09-02,"nosdra,mnstry,cmmnt,cmpny",2008-10-31,,"Absorbent pads",,,,,,,,,,"NOSDRA, 2014-08-13 WA002, 2019-07-11 AB008"
243,,confirmed,,CHEVRON,,2008-09-07,,other:,0.02,,,,,,"Okan Production facilities",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
244,244,confirmed,wa,CHEVRON,NOSDRA/077/2008,2008-09-12,2008-09-13,cr,7,,2008-09-12,pl,sab,bm,"16"" Makaraba - Utonana pipeline, Warri Southwest L.G.A., Delta State.",5.7598167,5.3842000,Warri-South-West,,sw,"Surface Water was impacted, the spill was within the company's right of way.",DE,[],2008-09-19,2008-09-19,2008-09-19,2008-10-04,"nosdra,dpr,mnstry,cmmnt,cmpny",,,,,,,,,,,2010-12-03,NOSDRA/RS/000415,"NOSDRA, 2014-08-13 WA002, 2014-12-03 AB008"
245,,confirmed,,CHEVRON,,2008-09-19,,cr,5.5,,,,sab,,"Around Jones Creek waterway close to Utonana Prod.",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
246,,confirmed,,CHEVRON,,2008-09-21,,re,0.003,,,,eqf,,"Okan Quarters Platform 2",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
247,,confirmed,,CHEVRON,,2008-09-28,,cr,0.006,,,,cor,,"Meren Jacket No 2/ North Offshore Area",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
248,,confirmed,,CHEVRON,,2008-10-02,,cr,0.005,,,,cor,,"Ewan Well Jacket #26/North Offshore Area",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
249,,confirmed,,CHEVRON,,2008-10-07,,cr,5,,,,sab,,"Makaraba-Utonana-Abiteye 16"" pipeline",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
250,,confirmed,,CHEVRON,,2008-10-12,,cr,0.018,,,,eqf,,"Meren 2 Production Platform",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
251,,confirmed,,CHEVRON,,2008-10-14,,cr,2,,,,,,"Makaraba-Utonana-Abiteye 16'' Pipeline (ROW)",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
252,252,confirmed,wa,CHEVRON,NOSDRA/085/2008,2008-10-15,2008-10-15,cr,3,,2008-10-15,pl,sab,"bm,sb","Makaraba-Utonana-Abiteye 16'' Pipeline (ROW), Warri Southwest L.G.A., Delta State.",5.7231944,5.3415278,Warri-South-West,,sw,"Vegetation and surface water were impacted, the spill was within the company's right of way.",DE,[],2008-10-20,2008-11-11,2008-11-11,2008-10-24,"nosdra,cmpny",,,Absorbent,,,,,,,,,,"NOSDRA, 2014-08-13 WA002, 2019-07-11 AB008"
253,,confirmed,,CHEVRON,,2008-11-12,,cr,140,,,,sab,,"Abiteye-Escravos 12"" crude oil discharge line",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
254,,confirmed,,CHEVRON,,2008-11-13,,cr,,,,,,,"Around Jones Creek close to Utonana Prod.South...",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
255,255,confirmed,wa,CHEVRON,NOSDRA/092/2008,2008-11-14,2008-11-14,cr,550,,,Bulkline,sab,,"Abiteye-Escravos 12"" crude oil Bulk line Warri Southwest L.G.A., Delta State.",,,Warri-South-West,,sw,"Oil stained vegetation was sighted, the spill was within and outside the company's right of way.",DE,[],2008-11-20,,,2008-12-03,"nosdra,dpr,mnstry,cmmnt,cmpny",,,,,,,,,,,,,"NOSDRA, 2014-08-13 WA002, 2019-07-11 AB008"
256,,confirmed,,CHEVRON,,2008-11-25,,cr,,,,,,,"Abiteye Jacket #7 waterways",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
257,,confirmed,,CHEVRON,,2008-12-01,,re,0.1,,,,other:,,"Dibi Early Production System",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
258,,confirmed,,CHEVRON,,2008-12-02,,cr,0.009,,,,cor,,"Meren Jacket #56/North Offshore Area",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
259,,confirmed,,CHEVRON,,2008-12-03,,cr,0.003,,,,other:,,"Meji Field",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
260,,confirmed,,CHEVRON,,2008-12-03,,other:,0.25,,,,other:,,"Meren Field",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
261,,confirmed,,CHEVRON,,2008-12-03,,cr,0.1,,,,other:,,"Dibi Remote Manifold Platform",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
262,,confirmed,,CHEVRON,,2008-12-05,,cr,0.014,,,,other:,,"Meji 26 - 2 Flowline",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
263,,confirmed,,CHEVRON,,2008-12-09,,cr,7,,,,ytd,,"Makaraba-Utonana-Abiteye 16"" pipeline (ROW)",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
264,,confirmed,,CHEVRON,,2008-12-16,,other:,0.811,,,,other:,,"Escravos dock",,,,,other,,,,,,,,,,,,,,,,,,,,,NOSDRA
265,,confirmed,,CHEVRON,,2008-12-16,,cr,0.003,,,,cor,,"Okan Jacket  #34/South Offshore Area",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
266,,confirmed,,CHEVRON,,2008-12-19,,cr,0.012,,,,cor,,"Delta South Production Platform 4"" (2-1) FL",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
267,,confirmed,,CHEVRON,,2008-12-19,,cr,0.003,,,,cor,,"Malu Jkt #12/ North Offshore Area",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
268,268,confirmed,wa,CHEVRON,NOSDRA/107/2008,2008-12-21,2008-12-21,cr,0.12,,2008-12-21,wh,sab,bm,"Benin River Jacket #3",,,,,sw,,DE,[],2008-12-31,2008-12-31,2008-12-31,2008-12-23,"nosdra,dpr,mnstry,cmmnt,cmpny",,,Skimmer,,,,,,,,,,"NOSDRA, 2014-08-13 WA002, 2019-07-11 AB008"
269,,confirmed,,CHEVRON,,2008-12-24,,cr,0.002,,,,sab,,"Benin River RMP #3",,,,,sw,,,,,,,,,,,,,,,,,,,,,NOSDRA
270,,confirmed,,CHEVRON,,2009-01-11,,cr,0.03,,,,cor,,"Meji Production Platform/Meji Flowline riser",,,,,of,,,,,,,,,,,,,,,,,,,,,NOSDRA
